骨架,格式,骨骼,预览,宽,高,包围盒,姿势,setup隐藏,警告,首条警告
gl_fruit/assets/effects/Skin3/Fruit_07/Fruit_07.json,Spine 3.8-from-4.0-from-4.1.24,6,_预览/gl_fruit_assets_effects_Skin3_Fruit_07_Fruit_07.png,900,903,"-122,-122~122,122",setup pose,,0,
gl_fruit/assets/effects/Skin3/Fruit_08/Fruit_08.json,Spine 3.8-from-4.0-from-4.1.24,6,_预览/gl_fruit_assets_effects_Skin3_Fruit_08_Fruit_08.png,900,977,"-148,-160~148,160",setup pose,,0,
gl_fruit/assets/effects/Skin3/Fruit_09/Fruit_09.json,Spine 3.8-from-4.0-from-4.1.24,6,_预览/gl_fruit_assets_effects_Skin3_Fruit_09_Fruit_09.png,900,895,"-182,-180~182,180",setup pose,,0,
gl_fruit/assets/effects/Skin3/Fruit_10/Fruit_10.json,Spine 3.8-from-4.0-from-4.1.24,6,_预览/gl_fruit_assets_effects_Skin3_Fruit_10_Fruit_10.png,900,1022,"-215,-245~215,245",setup pose,,0,
gl_fruit/assets/effects/Skin3/Fruit_11/Fruit_11.json,Spine 3.8-from-4.0-from-4.1.24,6,_预览/gl_fruit_assets_effects_Skin3_Fruit_11_Fruit_11.png,900,922,"-271,-278~271,278",setup pose,,0,
gl_fruit/assets/effects/Skin3/Fruit_12/Fruit_12.json,Spine 3.8-from-4.0-from-4.1.24,11,_预览/gl_fruit_assets_effects_Skin3_Fruit_12_Fruit_12.png,900,951,"-274,-290~274,290",setup pose,,0,
gl_fruit/assets/effects/WatermelonPanel/WatermelonPanel.json,Spine 3.8.99,103,_预览/gl_fruit_assets_effects_WatermelonPanel_WatermelonPanel.png,900,1137,"-444,-416~444,713",setup pose,,0,
gl_fruit/assets/effects/combo/watermelon_gamplay_combo.json,Spine 3.8.99,3,_预览/gl_fruit_assets_effects_combo_watermelon_gamplay_combo.png,900,25,"0,0~0,0",动画首帧 blue_in,,1,"长宽比 36.0:1, 试过的候选里这张最周正"
gl_fruit/assets/effects/dianzan/dianzan.json,Spine 3.8.99,3,_预览/gl_fruit_assets_effects_dianzan_dianzan.png,900,409,"-225,-99~225,99",setup pose,,0,
gl_fruit/assets/effects/juzhongdianzan/juzhongdianzan.json,Spine 3.8-from-4.0-from-4.1.24,58,_预览/gl_fruit_assets_effects_juzhongdianzan_juzhongdianzan.png,900,882,"-483,-305~471,631",setup pose,,0,
gl_fruit/assets/effects/miaozhun/miaozhun.json,Spine 3.8.99,13,_预览/gl_fruit_assets_effects_miaozhun_miaozhun.png,900,899,"-146,-146~146,146",setup pose,,0,
gl_fruit/assets/effects/samefruit/hcdxg_Prompteff.json,Spine 3.8.99,6,_预览/gl_fruit_assets_effects_samefruit_hcdxg_Prompteff.png,900,935,"-55,-57~55,57",setup pose,,0,
gl_fruit/assets/effects/shouzhi/shouzhi.json,Spine 3.8.99,7,_预览/gl_fruit_assets_effects_shouzhi_shouzhi.png,900,910,"-128,-164~160,128",setup pose,,0,
gl_fruit/assets/effects/yld/hcdxg_gameplat_yld.json,Spine 3.8.99,30,_预览/gl_fruit_assets_effects_yld_hcdxg_gameplat_yld.png,900,860,"-50,-45~46,46",setup pose,,0,
gl_hall/gl_result/resource/spine/lihua.json,Spine 3.8.99,81,_预览/gl_hall_gl_result_resource_spine_lihua.png,900,646,"-1225,-681~1406,1190",setup pose,,0,
gl_hall/gl_result/resource/spine/pingju.json,Spine 3.8-from-4.0-from-4.1.24,13,_预览/gl_hall_gl_result_resource_spine_pingju.png,900,463,"-724,-302~697,410",setup pose,,0,
gl_hall/gl_result/resource/spine/shibaijiemian.json,Spine 3.8-from-4.0-from-4.1.24,56,_预览/gl_hall_gl_result_resource_spine_shibaijiemian.png,900,750,"-405,-70~511,689",setup pose,,0,
gl_hall/gl_result/resource/spine/xiaoguo.json,Spine 3.8.99,47,_预览/gl_hall_gl_result_resource_spine_xiaoguo.png,900,1259,"-778,-1396~812,846",setup pose,,0,
gl_hall/gl_set/resource/effect/icon_entrance_export_ske.json,DragonBones,15,_预览/gl_hall_gl_set_resource_effect_icon_entrance_export_ske.png,900,1266,"-72,-132~67,65",setup pose,,0,
gl_hall/resource/adx/adv_pass_ske.json,DragonBones,3,_预览/gl_hall_resource_adx_adv_pass_ske.png,900,846,"-163,-33~163,273",setup pose,,0,
gl_hall/resource/spine/check_net_ske.json,DragonBones,4,_预览/gl_hall_resource_spine_check_net_ske.png,900,519,"-331,-288~333,88",setup pose,,0,
gl_hall/resource/spine/loading_ske.json,DragonBones,8,_预览/gl_hall_resource_spine_loading_ske.png,900,819,"-148,-240~148,30",setup pose,,0,
gl_mahjong/assets/effects/Mahjong_AllComboEffect/Mahjong_AllComboEffect.json,Spine 3.8.99,89,_预览/gl_mahjong_assets_effects_Mahjong_AllComboEffect_Mahjong_AllComboEffect.png,900,332,"-622,-198~622,240",setup pose,,0,
gl_mahjong/assets/effects/Mahjong_BlockEffect/gameplay_redkuang.json,Spine 3.8.99,1,_预览/gl_mahjong_assets_effects_Mahjong_BlockEffect_gameplay_redkuang.png,900,1086,"-127,-153~126,154",setup pose,,0,
gl_mahjong/assets/effects/Mahjong_CanClickEffect/mahjong_gameplay_tips.json,Spine 3.8.99,5,_预览/gl_mahjong_assets_effects_Mahjong_CanClickEffect_mahjong_gameplay_tips.png,900,261,"-536,-146~536,146",动画首帧 init,,0,
gl_mahjong/assets/effects/Mahjong_Collosion_combo_V2/Mahjong_Collosion_combo_V2.json,Spine 3.8.99,39,_预览/gl_mahjong_assets_effects_Mahjong_Collosion_combo_V2_Mahjong_Collosion_combo_V2.png,900,899,"-256,-256~256,256",setup pose,,0,
gl_mahjong/assets/effects/Mahjong_Collosion_normal_V2/Mahjong_Collosion_normal_V2.json,Spine 3.8.99,35,_预览/gl_mahjong_assets_effects_Mahjong_Collosion_normal_V2_Mahjong_Collosion_normal_V2.png,900,899,"-256,-256~256,256",setup pose,,0,
gl_mahjong/assets/effects/Mahjong_Combo/Mahjong_Combo.json,Spine 3.8.99,16,_预览/gl_mahjong_assets_effects_Mahjong_Combo_Mahjong_Combo.png,900,899,"-187,-187~187,187",setup pose,,0,
gl_mahjong/assets/effects/Mahjong_Prophint_V2/Mahjong_Prophint_V2.json,Spine 3.8.99,5,_预览/gl_mahjong_assets_effects_Mahjong_Prophint_V2_Mahjong_Prophint_V2.png,900,3565,"-147,-571~147,617",setup pose,,0,
gl_mahjong/assets/effects/Mahjong_Selected_V2/Mahjong_Selected_V2.json,Spine 3.8.99,18,_预览/gl_mahjong_assets_effects_Mahjong_Selected_V2_Mahjong_Selected_V2.png,900,989,"-536,-838~536,345",setup pose,,0,
gl_mahjong/assets/effects/Mahjong_UIGroundEff/Mahjong_UIGroundEff.json,Spine 3.8.99,29,_预览/gl_mahjong_assets_effects_Mahjong_UIGroundEff_Mahjong_UIGroundEff.png,900,899,"-128,-128~128,128",setup pose,,0,
gl_mahjong/assets/effects/Mahjong_rewardEffect/gameplay_xzjlc.json,Spine 3.8.99,42,_预览/gl_mahjong_assets_effects_Mahjong_rewardEffect_gameplay_xzjlc.png,900,332,"-160,-48~160,65",动画首帧 amazing,,0,
gl_mahjong/assets/experiment/GLMahjongComboEffectText/Mahjong_ComboStimulate_Flower/Mahjong_ComboStimulate_Flower.json,Spine 3.8.99,99,_预览/gl_mahjong_assets_experiment_GLMahjongComboEffectText_Mahjong_ComboStimulate_Flower_Mahjong_ComboStimulate_Flower.png,900,1942,"-643,-1425~658,1422",setup pose,,0,
gl_oneline/GameRes/ Effect/HsBlockFill_0414.json,Spine 3.8.99,16,_预览/gl_oneline_GameRes_ Effect_HsBlockFill_0414.png,900,899,"-66,-66~66,66",动画首帧 win_endPoint,,0,
gl_oneline/GameRes/ Effect/HsBlockFill_0418.json,Spine 3.8.99,16,_预览/gl_oneline_GameRes_ Effect_HsBlockFill_0418.png,900,899,"-66,-66~66,66",动画首帧 win_endPoint,,0,
gl_oneline/GameRes/ Effect/Oneline_gameplay_king.json,Spine 3.8.99,6,_预览/gl_oneline_GameRes_ Effect_Oneline_gameplay_king.png,900,899,"-99,-96~103,105",setup pose,,0,
gl_oneline/GameRes/ Effect/finger.json,Spine 3.8.99,7,_预览/gl_oneline_GameRes_ Effect_finger.png,900,910,"-128,-164~160,128",setup pose,,0,
gl_oneline/GameRes/ Effect/lizi.json,Spine 3.8.99,12,_预览/gl_oneline_GameRes_ Effect_lizi.png,900,187,"-353,-66~353,66",setup pose,,0,
gl_oneline/GameRes/ Effect/oneLine_gameplay_crownTips.json,Spine 3.8.99,6,_预览/gl_oneline_GameRes_ Effect_oneLine_gameplay_crownTips.png,900,911,"-98,-96~99,104",setup pose,,0,
gl_oneline/GameRes/Effect/OneLine_gameplay_tips.json,Spine 3.8.99,3,_预览/gl_oneline_GameRes_Effect_OneLine_gameplay_tips.png,900,851,"-27,-25~27,26",setup pose,,0,
gl_oneline/GameRes/Effect/oneline_gameplay_warning.json,Spine 3.8.99,5,_预览/gl_oneline_GameRes_Effect_oneline_gameplay_warning.png,900,899,"-87,-86~87,86",动画首帧 animation,,0,
gl_onet/resource/Effect/Experiment/showUpdateCapcityAnima/PowerUP.json,Spine 3.8-from-4.0-from-4.1.24,6,_预览/gl_onet_resource_Effect_Experiment_showUpdateCapcityAnima_PowerUP.png,900,214,"-606,-237~606,27",动画首帧 animation,,1,"长宽比 4.2:1, 试过的候选里这张最周正"
gl_onet/resource/Effect/spine/gameplay_bg_xyllk_ske.json,DragonBones,12,_预览/gl_onet_resource_Effect_spine_gameplay_bg_xyllk_ske.png,900,900,"-233,-233~233,233",setup pose,,0,
gl_onet/resource/Effect/spine/lihua.json,Spine 3.8.99,81,_预览/gl_onet_resource_Effect_spine_lihua.png,900,646,"-1225,-681~1406,1190",setup pose,,0,
gl_onet/resource/Effect/spine/skeleton.json,Spine 3.8.99,141,_预览/gl_onet_resource_Effect_spine_skeleton.png,900,759,"-138,-1186~2090,686",动画首帧 9.fangkuai_shiyongtishi,,0,
gl_sudoku/res/spine/aixin/aixin_01.json,Spine 3.8-from-4.0-from-4.1.24,9,_预览/gl_sudoku_res_spine_aixin_aixin_01.png,900,382,"-31,-8~130,58",setup pose,,0,
gl_sudoku/res/spine/hand/skeleton.json,Spine 3.8-from-4.0-from-4.1.24,7,_预览/gl_sudoku_res_spine_hand_skeleton.png,900,890,"-127,-158~166,132",setup pose,,0,
gl_sudoku/res/spine/word/gameplay_fzjl.json,Spine 3.8.99,107,_预览/gl_sudoku_res_spine_word_gameplay_fzjl.png,900,950,"-565,-597~564,597",动画首帧 in_colorful,,0,
gl_tictactoe/resource/effect/Jingziqi_qizi.json,Spine 3.8.99,54,_预览/gl_tictactoe_resource_effect_Jingziqi_qizi.png,900,904,"-922,-679~264,512",setup pose,,0,
gl_tictactoe/resource/effect/Jingziqi_qizi_v2.json,Spine 3.8.92,54,_预览/gl_tictactoe_resource_effect_Jingziqi_qizi_v2.png,900,904,"-922,-660~264,532",setup pose,,0,
gl_tictactoe/resource/effect/gameplay_word.json,Spine 3.8.99,6,_预览/gl_tictactoe_resource_effect_gameplay_word.png,900,282,"-363,-107~363,107",setup pose,,0,
gl_watersort/resources/res/gameplay_par.json,Spine 3.8.99,20,_预览/gl_watersort_resources_res_gameplay_par.png,900,871,"-38,-38~47,44",动画首帧 in_2,,0,
gl_watersort/resources/spine/finger.json,Spine 3.8.99,7,_预览/gl_watersort_resources_spine_finger.png,900,910,"-128,-164~160,128",setup pose,,0,
gl_watersort/resources/spine/lizi.json,Spine 3.8.99,12,_预览/gl_watersort_resources_spine_lizi.png,900,187,"-353,-66~353,66",setup pose,,0,
gl_watersort/resources/spine/nopixel_watersort_gameplay_thumb.json,Spine 3.8.99,16,_预览/gl_watersort_resources_spine_nopixel_watersort_gameplay_thumb.png,900,899,"-73,-73~73,73",setup pose,,0,
gl_watersort/resources/spine/skeleton.json,Spine 3.8.99,202,_预览/gl_watersort_resources_spine_skeleton.png,900,1939,"-170,-344~129,311",动画首帧 xg_water_manping,,0,
gl_watersort/resources/spine/spineNew.json,Spine 3.8.99,202,_预览/gl_watersort_resources_spine_spineNew.png,900,1943,"-170,-344~129,312",动画首帧 xg_water_manping,,0,
mainTraits/dragonbones/boardEffect/clearComboAnim/gameplay_welldone_ske.json,DragonBones,95,_预览/mainTraits_dragonbones_boardEffect_clearComboAnim_gameplay_welldone_ske.png,900,1425,"-243,-504~243,275",动画首帧 in,,25,摆的是动画 in 的第 0 帧(显示插槽最多的那一帧)
mainTraits/dragonbones/boardEffect/gamePlayDianzan/skeleton37_ske.json,DragonBones,21,_预览/mainTraits_dragonbones_boardEffect_gamePlayDianzan_skeleton37_ske.png,900,899,"-154,-148~154,160",动画首帧 blue,,1,摆的是动画 blue 的第 18 帧(显示插槽最多的那一帧)
mainTraits/dragonbones/eliminate/comboRainbow/newArt/playgame_elimination_ske.json,DragonBones,64,_预览/mainTraits_dragonbones_eliminate_comboRainbow_newArt_playgame_elimination_ske.png,900,301,"-495,-160~515,160",动画首帧 colour_elimination_A,,1,摆的是动画 colour_elimination_A 的第 20 帧(显示插槽最多的那一帧)
mainTraits/dragonbones/eliminate/comboRainbow/playgame_elimination2_ske.json,DragonBones,35,_预览/mainTraits_dragonbones_eliminate_comboRainbow_playgame_elimination2_ske.png,900,279,"-476,-144~510,143",setup pose,,0,
mainTraits/dragonbones/eliminate/comboRainbow/playgame_elimination_ske.json,DragonBones,64,_预览/mainTraits_dragonbones_eliminate_comboRainbow_playgame_elimination_ske.png,900,298,"-495,-160~525,160",动画首帧 colour_elimination_A,,2,摆的是动画 colour_elimination_A 的第 20 帧(显示插槽最多的那一帧)
mainTraits/dragonbones/encourage/new_best_score/gameplay_newBest_ske.json,DragonBones,26,_预览/mainTraits_dragonbones_encourage_new_best_score_gameplay_newBest_ske.png,900,848,"-797,-562~797,937",setup pose,,0,
mainTraits/dragonbones/modeChoice/firstHomeGuide/main_word_ske.json,DragonBones,6,_预览/mainTraits_dragonbones_modeChoice_firstHomeGuide_main_word_ske.png,900,411,"-103,-18~103,73",动画首帧 continue_init,,1,摆的是动画 continue_init 的第 0 帧(显示插槽最多的那一帧)
mainTraits/dragonbones/modeChoice/newSeasonGuidanceTrait/main_button_adventure_ske.json,DragonBones,5,_预览/mainTraits_dragonbones_modeChoice_newSeasonGuidanceTrait_main_button_adventure_ske.png,900,905,"-295,-64~-145,87",setup pose,,0,
mainTraits/dragonbones/preEliminate/comboRainbow/gameplay_eliminatePrompt_ske.json,DragonBones,37,_预览/mainTraits_dragonbones_preEliminate_comboRainbow_gameplay_eliminatePrompt_ske.png,900,224,"-480,-110~480,110",setup pose,,0,
mainTraits/dragonbones/preEliminate/comboRainbow/newArt/gameplay_eliminatePrompt_ske.json,DragonBones,37,_预览/mainTraits_dragonbones_preEliminate_comboRainbow_newArt_gameplay_eliminatePrompt_ske.png,900,224,"-480,-110~480,110",setup pose,,0,
mainTraits/dragonbones/preEliminate/gameplay_eliminatePrompt_ske.json,DragonBones,37,_预览/mainTraits_dragonbones_preEliminate_gameplay_eliminatePrompt_ske.png,900,224,"-480,-110~480,110",setup pose,,0,
resources/dragonbones/achievement/badge_icon_smallPanel_ske.json,DragonBones,52,_预览/resources_dragonbones_achievement_badge_icon_smallPanel_ske.png,900,900,"-491,-490~507,508",setup pose,,0,
resources/dragonbones/achievement/main_icon_achievement_ske.json,DragonBones,8,_预览/resources_dragonbones_achievement_main_icon_achievement_ske.png,900,900,"-154,-135~144,163",setup pose,,0,
resources/dragonbones/blockProducer/CK_ske.json,DragonBones,7,_预览/resources_dragonbones_blockProducer_CK_ske.png,900,899,"-177,-177~177,177",setup pose,,0,
resources/dragonbones/blockProducer/trait/NewLifeBlockCtrlTrait/gameplay_regroupBlock_ske.json,DragonBones,11,_预览/resources_dragonbones_blockProducer_trait_NewLifeBlockCtrlTrait_gameplay_regroupBlock_ske.png,900,830,"-205,-144~160,192",动画首帧 in_13,,1,摆的是动画 in_13 的第 1 帧(显示插槽最多的那一帧)
resources/dragonbones/blockProducer/trait/addOutEff/gameplay_bg_chukuailizi_ske.json,DragonBones,10,_预览/resources_dragonbones_blockProducer_trait_addOutEff_gameplay_bg_chukuailizi_ske.png,900,728,"-32,-32~66,47",动画首帧 anim1,,1,摆的是动画 anim1 的第 2 帧(显示插槽最多的那一帧)
resources/dragonbones/boardEffect/trait/isOpenRightPut/playgame_word_ske.json,DragonBones,96,_预览/resources_dragonbones_boardEffect_trait_isOpenRightPut_playgame_word_ske.png,900,880,"-159,-159~166,159",动画首帧 prefect_in,,1,摆的是动画 prefect_in 的第 3 帧(显示插槽最多的那一帧)
resources/dragonbones/boardEffect/trait/new_clear_effect/gameplay_moreEliminate_bgPar_ske.json,DragonBones,65,_预览/resources_dragonbones_boardEffect_trait_new_clear_effect_gameplay_moreEliminate_bgPar_ske.png,900,1400,"-638,-922~628,1068",动画首帧 in_5,,1,摆的是动画 in_5 的第 0 帧(显示插槽最多的那一帧)
resources/dragonbones/boardEffect/trait/new_clear_effect/gameplay_moreEliminate_tilemapFrame_ske.json,DragonBones,3,_预览/resources_dragonbones_boardEffect_trait_new_clear_effect_gameplay_moreEliminate_tilemapFrame_ske.png,900,900,"-237,-237~237,237",setup pose,,0,
resources/dragonbones/commentskin/wuxingBT_ske.json,DragonBones,5,_预览/resources_dragonbones_commentskin_wuxingBT_ske.png,900,260,"-291,-81~291,76",setup pose,,0,
resources/dragonbones/dailyWinStreakState/everydaywin_ske.json,DragonBones,9,_预览/resources_dragonbones_dailyWinStreakState_everydaywin_ske.png,900,418,"-291,-131~291,131",setup pose,,0,
resources/dragonbones/eliminate/xc_ske.json,DragonBones,27,_预览/resources_dragonbones_eliminate_xc_ske.png,900,279,"-476,-144~510,143",setup pose,,0,
resources/dragonbones/encourage/encourage_ske-lite.json,DragonBones,11,_预览/resources_dragonbones_encourage_encourage_ske-lite.png,900,212,"-957,-133~268,131",setup pose,,0,
resources/dragonbones/encourage/encourage_ske.json,DragonBones,11,_预览/resources_dragonbones_encourage_encourage_ske.png,900,213,"-957,-133~267,132",setup pose,,0,
resources/dragonbones/encourage/trait/gameplay_dragonbone_word_ske.json,DragonBones,25,_预览/resources_dragonbones_encourage_trait_gameplay_dragonbone_word_ske.png,900,900,"-121,-121~121,121",setup pose,,0,
resources/dragonbones/gamelobby/check_net_ske.json,DragonBones,4,_预览/resources_dragonbones_gamelobby_check_net_ske.png,900,519,"-331,-288~333,88",setup pose,,0,
resources/dragonbones/gamelobby/icon_entrance_export_ske.json,DragonBones,15,_预览/resources_dragonbones_gamelobby_icon_entrance_export_ske.png,900,1266,"-72,-132~67,65",setup pose,,0,
resources/dragonbones/gamelobby/loading_ske.json,DragonBones,8,_预览/resources_dragonbones_gamelobby_loading_ske.png,900,819,"-148,-240~148,30",setup pose,,0,
resources/dragonbones/loading/startload_ske.json,DragonBones,6,_预览/resources_dragonbones_loading_startload_ske.png,900,900,"-31,-32~29,28",动画首帧 loading1,,1,摆的是动画 loading1 的第 36 帧(显示插槽最多的那一帧)
resources/dragonbones/overRevive/result_Revive_arrow_ske.json,DragonBones,4,_预览/resources_dragonbones_overRevive_result_Revive_arrow_ske.png,900,890,"-61,-48~60,71",动画首帧 in,,1,摆的是动画 in 的第 46 帧(显示插槽最多的那一帧)
resources/dragonbones/overRevive/result_Revive_btn_ske.json,DragonBones,4,_预览/resources_dragonbones_overRevive_result_Revive_btn_ske.png,900,261,"-291,-79~291,79",setup pose,,0,
resources/dragonbones/overRevive/result_Revive_ske.json,DragonBones,6,_预览/resources_dragonbones_overRevive_result_Revive_ske.png,900,1076,"-245,-47~248,546",动画首帧 in,,1,摆的是动画 in 的第 8 帧(显示插槽最多的那一帧)
resources/dragonbones/revive/btn/shipinbt_ske.json,DragonBones,7,_预览/resources_dragonbones_revive_btn_shipinbt_ske.png,900,261,"-291,-79~291,79",setup pose,,0,
resources/dragonbones/revive/num/fuhuoshuzi_ske.json,DragonBones,6,_预览/resources_dragonbones_revive_num_fuhuoshuzi_ske.png,900,900,"-70,-66~70,75",setup pose,,0,
resources/dragonbones/sand/sandCrush_main_btn_light.json,Spine 3.8.99,3,_预览/resources_dragonbones_sand_sandCrush_main_btn_light.png,900,241,"-282,-70~282,70",setup pose,,0,
resources/dragonbones/skin/comboHeart/gameplay_comboTips_model_ske.json,DragonBones,25,_预览/resources_dragonbones_skin_comboHeart_gameplay_comboTips_model_ske.png,900,914,"-92,-95~92,93",setup pose,,0,
resources/dragonbones/skin/eliminate/gameplay_eliminate_model_ske.json,DragonBones,34,_预览/resources_dragonbones_skin_eliminate_gameplay_eliminate_model_ske.png,900,678,"-432,-62~432,583",setup pose,,0,
resources/dragonbones/skin/encourage/gameplay_encourage_model_ske.json,DragonBones,21,_预览/resources_dragonbones_skin_encourage_gameplay_encourage_model_ske.png,900,204,"-957,-133~323,131",setup pose,,0,
resources/dragonbones/touchEffect/gameclick_ske.json,DragonBones,4,_预览/resources_dragonbones_touchEffect_gameclick_ske.png,900,900,"-64,-64~64,64",setup pose,,0,
sand_mini/new/spine/minimalist_sandCrush_gameplay_arrow.json,Spine 3.8.99,9,_预览/sand_mini_new_spine_minimalist_sandCrush_gameplay_arrow.png,900,136,"-261,1~261,68",setup pose,,0,
sand_mini/new/spine/minimalist_sandCrush_gameplay_progressBar_efx.json,Spine 3.8.99,10,_预览/sand_mini_new_spine_minimalist_sandCrush_gameplay_progressBar_efx.png,900,483,"-91,-36~31,29",setup pose,,0,
sand_mini/new/texture/guide/gameplay_teaching_arrow.json,Spine 3.8.99,1,_预览/sand_mini_new_texture_guide_gameplay_teaching_arrow.png,900,137,"-365,-48~365,48",setup pose,,0,
sandcrush/res/spine/scoreLevelUp/pixel_sandCrush_gameplay_progressBar_efx.json,Spine 3.8.99,9,_预览/sandcrush_res_spine_scoreLevelUp_pixel_sandCrush_gameplay_progressBar_efx.png,900,483,"-91,-36~31,28",setup pose,,0,
sandcrush/res/spine/scoreLevelUp/pixel_sandCrush_gameplay_progressBar_goal_efx.json,Spine 3.8.99,2,_预览/sandcrush_res_spine_scoreLevelUp_pixel_sandCrush_gameplay_progressBar_goal_efx.png,900,634,"-76,-53~76,53",setup pose,,0,
